symbol,close,med_turnover_cr,days
BSE,3394.0,1625.6151,17
HDFCBANK,703.0,1397.8111045,17
RELIANCE,1294.9,1268.94088072,17
ICICIBANK,1399.4,1189.53266831,17
NETWEB,5087.5,1005.15072135,17
INFY,1082.0,929.0695128,17
BHARTIARTL,1844.0,866.01110341,17
MCX,3342.0,779.93025,17
DHOOTTRANS,1597.6,735.72027727,17
ETERNAL,321.6,716.22766296,17
SBIN,1008.0,714.1446144,17
HINDCOPPER,532.85,658.6264693649999,17
LENSKART,695.75,586.40489745,17
MILKYMIST,275.97,570.7477626330001,16
M&M,3160.0,563.956036,17
GROWW,195.24,532.772752526,17
LALITHAA,318.75,528.476385279,12
TCS,2255.5,517.60995952,17
LT,3946.1,502.5475317,17
DIXON,14100.0,499.42528,17
PAYTM,1670.0,487.0261229,17
BAJFINANCE,1054.1,467.6932812,17
AXISBANK,1244.9,467.0334768,17
TATASTEEL,184.15,459.46150588,17
SILVERBEES,221.17,455.4546192,17
SWIGGY,275.7,454.97148920999996,17
HSCL,670.65,454.68440754000005,17
IFCI,92.61,453.9492480900001,17
DIVISLAB,9575.0,445.07073,17
KALYANKJIL,612.6,444.5716971299999,17
CUPID,274.8,435.117142683,17
LAURUSLABS,1946.9,411.85637643,17
ATHERENERG,1578.0,411.85137618,17
KOTAKBANK,419.25,407.81339456000006,17
MARUTI,12641.0,405.4555862,17
WELCORP,2599.5,390.58153529000003,17
KAYNES,3610.0,387.399516,17
SAIL,186.1,382.3520187,17
HFCL,226.27,382.14683291499995,13
BEL,410.55,375.7824808,17
GVT&D,4750.0,375.18001568999995,17
GOLDBEES,125.84,374.987610985,17
TEMPSENS,571.35,371.3930775824999,8
GRASIM,3306.8,367.08549586,17
MEESHO,211.06,355.11175313599995,17
ITC,263.5,349.374983875,17
ADANIPOWER,208.4,348.701496248,17
SHRIRAMFIN,1029.0,348.2818122,17
HINDZINC,595.5,338.8016193,17
ADANIENSOL,1407.7,338.025162,17
COFORGE,1950.0,327.3008442,17
TMCV,456.05,308.5269367,17
EICHERMOT,7747.5,299.26422,17
COALINDIA,420.25,299.17969471,17
HAL,5031.1,292.59425832,17
POLYCAB,8373.5,292.4333748,17
ADANIENT,2953.1,286.85645594,17
BALRAMCHIN,711.45,282.681653155,17
LICI,410.75,281.12839025,17
HINDALCO,1009.0,280.49316416,17
PFC,355.9,278.36298461999996,17
LIQUIDBEES,1000.0,273.50046496799996,17
SOLARINDS,22455.0,273.4559175,17
ONGC,236.0,271.9629429,17
ADANIPORTS,1710.0,269.5820947,17
SUNPHARMA,1885.9,268.29322593,17
VAML,436.6,267.27751460999997,17
TECHM,1559.0,266.88133485,17
PINELABS,169.55,264.658569733,17
POWERINDIA,31135.0,264.097095,17
ULTRACEMCO,11009.0,260.694626,17
BAJAJ-AUTO,11880.0,259.356568,17
MOREPENLAB,117.16,255.90119478000003,17
TVSMOTOR,4133.2,255.71063162000002,17
HEROMOTOCO,5333.5,252.730626,17
ZEEL,86.31,250.73880380999998,17
APOLLOHOSP,8837.5,249.423615,17
HCLTECH,1277.0,248.2940422,17
BHEL,422.15,245.48430825,17
TMPV,306.45,242.29570794,17
NTPC,330.8,242.00883245,17
TITAN,4987.0,235.761775,17
CUMMINSIND,5040.0,230.646024,17
JIOFIN,233.15,227.08746722000004,17
OFSS,11780.0,223.2441324,17
PERSISTENT,5560.0,222.208466,17
VEDL,272.0,219.181765,17
MUTHOOTFIN,2899.7,218.1559135,17
INDIGO,5000.0,217.7945,17
NESTLEIND,1400.5,215.56840227999996,17
INDOMIM,968.95,211.72080733,17
HINDUNILVR,1980.0,210.491184,17
RATNAVEER,297.8,208.830056575,17
ASHOKLEY,169.0,207.65924802,17
DATAPATTNS,4932.3,207.1211823,17
BHARATFORG,2003.7,202.8237627,17
POLICYBZR,1826.0,202.4089958,17
APARINDS,17635.0,201.352903,17
POWERGRID,265.75,196.269210725,17
BDL,1242.5,195.20109875,17
CGPOWER,910.7,192.59286348,17
LIQUIDCASE,115.82,192.544982982,17
HDFCAMC,2447.3,187.33932472,17
PARAS,1504.0,181.9603908,17
KEI,4697.5,180.488775,17
RRKABEL,2448.5,179.58390548999998,17
JSWSTEEL,1297.3,179.5264277,17
VBL,405.7,177.21766156,17
MAXHEALTH,993.0,175.61166991,17
BANKBARODA,236.6,174.11218001,17
RECLTD,317.85,171.7889515,17
MOTHERSON,163.85,170.84292138,17
MOLBIO,1117.5,170.21179574999996,17
DLF,675.1,168.2128765,17
CHENNPETRO,1457.8,166.00755812,17
LUPIN,2104.7,164.9598606,17
TRENT,2793.6,164.7302229,17
NATIONALUM,371.05,164.566454,17
LICHSGFIN,563.0,160.9612496,17
APOLLO,417.9,160.627291825,17
SHIPROCKET,134.77,159.75434952799998,15
LODHA,1212.0,158.76112824,17
INDUSTOWER,373.05,156.21077295,17
CHOLAFIN,1823.4,155.78012771000002,17
REDINGTON,373.55,155.7315801,17
FEDERALBNK,344.15,155.59296536000002,17
TATAPOWER,365.55,155.00855956,17
NAUKRI,1292.0,151.5315512,17
BPCL,303.85,150.56477007,17
SUZLON,45.5,150.277429872,17
HYUNDAI,2220.0,150.0994585,17
TFCILTD,140.89,148.949715816,17
CDSL,1400.0,148.87694479,17
NAM-INDIA,1188.9,148.27131401000003,17
UNIONBANK,183.22,148.099126626,17
MANAPPURAM,325.0,147.68649503999998,17
CANBK,124.68,146.01691197,17
URBANCO,171.77,145.813453522,17
BOSCHLTD,48785.0,145.64112,17
APLAPOLLO,2185.0,143.430619,17
NMDC,84.71,141.701808052,17
TDPOWERSYS,768.8,141.48543794,17
SBICARD,668.0,140.09368011499998,17
ADANIGREEN,1292.0,139.80186415999998,17
ZYDUSLIFE,1145.5,138.64203115,17
IIFL,628.0,138.302338965,17
BRITANNIA,5064.0,137.57368095,17
HINDPETRO,347.0,136.133567875,17
TORNTPHARM,4960.0,135.739065,17
HDFCLIFE,533.8,135.6285752,17
ENRIN,3200.1,134.20138215999998,17
SONACOMS,804.0,134.0101328,17
MAZDOCK,2466.4,131.61087834,17
AMBER,7308.0,129.3227905,17
NIFTYBEES,270.05,128.91540435,17
VOGL,36.65,128.258930779,17
PNB,116.0,127.88734363999998,17
ASTERDM,790.35,127.52775632999999,17
MANIPALHOS,718.95,127.25787851999998,17
BALUFORGE,541.65,126.24459896000002,17
ASIANPAINT,2481.6,125.84144475,17
PWL,126.63,124.23820316399998,17
ANGELONE,298.0,123.90383935,17
WIPRO,171.5,123.79993225,17
ICICIAMC,3013.0,123.24679011000002,17
AVALON,2290.3,123.221736,17
BLEL,451.05,122.8236136,15
LTM,4430.0,122.5995,17
SBILIFE,1696.6,122.5718406,17
ABB,7387.0,121.826205,17
DRREDDY,1151.0,121.670626,17
AUROPHARMA,1692.0,121.62473783999998,17
SUNSHINE,489.15,121.22424481499999,11
GLENMARK,2474.5,118.3622437,17
MARICO,823.9,116.176215,17
NYKAA,341.0,115.3631324,17
GODREJCP,865.0,114.683043,17
OLAELEC,37.63,114.2379509,17
SIEMENS,3951.3,114.0720597,17
WAAREEENER,2571.0,113.30972398,17
DMART,3720.2,112.736512,17
SYRMA,1639.2,112.6362546,17
INDUSINDBK,997.7,111.99398457999999,17
YESBANK,22.52,111.889503072,17
BAJAJHIND,22.66,108.965830446,17
CGCL,270.75,108.09216749100001,17
VMM,103.9,107.76490074000002,17
GLAND,2959.3,106.99940382,17
AZAD,2822.1,106.66292376,17
BAJAJFINSV,1938.1,105.8574312,17
WOCKPHARMA,2224.0,105.48585723,17
GAIL,175.09,105.48583125,17
LTF,308.3,105.38227001999999,17
CYIENT,1086.3,105.30768248,17
GESHIP,1383.8,105.17599576,17
MAHABANK,84.79,104.4382845,17
TATACONSUM,1014.1,104.099589,17
PIDILITIND,1593.0,104.077186,17
IDFCFIRSTB,86.5,103.716375021,17
SHADOWFAX,249.75,103.6910514,17
RADICO,4485.0,102.8090972,17
SHILPAMED,959.9,102.2471003,17
ABCAPITAL,396.95,101.77811903,17
ICICIGI,1484.4,101.61805351999999,17
COCHINSHIP,1528.2,101.0490525,17
TATSILV,22.44,100.97289446399999,17
CIPLA,1384.0,100.865228,17
UPL,576.75,100.5074661,17
NAVINFLUOR,8731.0,100.2589302,17
PTCIL,23730.0,99.43178,17
MVELECTRO,883.25,99.09402247,17
KFINTECH,925.1,99.005572,17
AUBANK,1073.7,98.9448291,17
MOTILALOFS,1051.5,98.9223861,17
JSWENERGY,526.5,98.68744405,17
SBIFUNDS,555.7,98.20199079,17
MRPL,172.96,98.188575435,17
CARTRADE,3176.7,98.07012938999999,17
WABAG,2008.4,97.5216074,17
GODREJPROP,1906.6,96.78054128,17
LGEINDIA,1672.2,96.36605992,17
IOC,134.35,95.48974089000001,17
JYOTICNC,1037.2,94.65732643,17
VOLTAS,1144.8,93.76289784,17
WELSPUNLIV,207.87,93.539544616,17
LEAPIND,148.26,93.37032771500002,17
JINDALSTEL,1136.3,93.25603111000001,17
GENUSPOWER,333.65,92.85220944000001,17
BIOCON,392.3,92.474793245,17
EXIDEIND,418.15,91.9051365,17
EPL,248.1,91.87803163,17
FORCEMOT,17625.0,91.0972755,17
MPHASIS,2355.0,90.9384,17
GMRAIRPORT,97.0,90.916838424,17
CROMPTON,231.9,90.4775994,17
INOXWIND,75.71,90.3930984,17
LIQUID1,1121.7,90.30153392,17
FINCABLES,1302.3,89.8203264,17
PIRAMALFIN,2298.5,89.74973360000001,17
HAVELLS,1140.0,89.7439022,17
NEULANDLAB,23995.0,88.5705216,17
VIYASH,261.95,88.09163064,17
GRSE,2525.7,88.03958774999998,17
ASTRAL,1500.8,87.06082,17
GOLDIETF,130.38,86.36462470999999,17
SAMMAANCAP,153.0,86.16790609,17
PAGEIND,35915.0,85.85675,17
AMBUJACEM,398.3,85.6999395,17
CAMS,729.5,84.95250949,17
BANDHANBNK,171.58,84.94739784,17
SHANKESH,94.89,83.831613696,11
RBLBANK,418.5,83.45722815,17
KWIL,41.48,83.24385579000001,17
IOLCP,210.98,82.88911323,17
CPPLUS,3828.8,82.68280948,17
KIRIINDUS,588.1,82.50255324,17
KIRLOSENG,2272.8,82.43381713000001,17
UJJIVANSFB,64.86,82.230204915,17
ENGINERSIN,279.2,81.66703303999999,17
BELRISE,227.17,81.340780911,17
INDHOTEL,720.0,81.074406,17
UNOMINDA,1237.0,81.0681615,17
HEG,728.25,80.95945435499999,15
OIL,495.4,80.71547785,17
RVNL,207.5,80.07027627299999,17
MARKSANS,335.9,79.95783216000001,17
INDIANB,859.9,79.00306544,17
VISL,33.97,78.937633575,17
PRESTIGE,1561.6,78.88203775999999,17
MANKIND,2309.0,77.88387225,17
TATATECH,798.5,77.026404475,17
HAPPSTMNDS,345.65,76.4650911,17
AEGISLOG,1268.1,75.54569568,17
ANANTRAJ,625.85,75.4900625,17
360ONE,1110.0,74.9053221,17
EDELWEISS,138.8,74.85522456,17
HCC,23.86,74.812961424,17
PNBHOUSING,1167.1,74.60159271,17
KTKBANK,334.25,74.180918375,17
BALKRISIND,2258.0,74.13275694,17
BEML,2105.6,73.778793,17
FORTIS,908.0,73.72119623,17
BANKINDIA,140.86,73.45041092999999,17
UNITDSPR,1440.0,72.878688,17
MFSL,1498.7,72.7329555,17
IDBI,81.11,72.4666338,17
SILVERIETF,230.88,71.44284748000001,17
RAIN,217.81,70.647537716,17
FMGOETZE,469.25,70.145746775,17
ACUTAAS,3182.1,69.9379286,17
SKYGOLD,820.0,68.42981208,17
RENUKA,25.19,67.956589134,17
SETFGOLD,129.84,67.93591164,17
FCL,58.44,67.92980567,17
ANTHEM,957.8,66.69008388,17
PPLPHARMA,226.62,66.315924192,17
PREMIERENE,988.8,65.331046,17
DELHIVERY,454.9,65.3235504,17
SAGILITY,45.7,65.22847272,17
PAISALO,77.72,65.223179296,17
PATANJALI,342.0,64.99876944,17
TECHNOCRAF,403.85,64.996528458,17
SAILIFE,1647.1,64.91740383999999,17
IRFC,82.0,64.07449125,17
HDFCSILVER,221.31,62.536470012,17
KPITTECH,562.0,62.525568,17
JSWINFRA,332.0,62.154022364999996,17
SHANTIGOLD,264.26,61.881787025,17
CUB,232.97,61.86277599299999,17
OBEROIRLTY,1833.8,61.854551,17
JINDALSAW,307.6,61.763656880000006,17
ZENTEC,1825.0,61.749135179999996,17
SUPREMEIND,3553.0,61.1635115,17
STYLEBAAZA,387.3,61.05323056999999,17
AEROFLEX,573.5,60.7807326,17
ACMESOLAR,412.6,60.74725883000001,17
