symbol,close,med_turnover_cr,days
DHOOTTRANS,1443.4,1910.4695440950002,6
BSE,3312.7,1847.68062413,6
NETWEB,5454.5,1378.8197131000002,6
HDFCBANK,729.0,1285.8636688124998,6
SHIPROCKET,134.67,1229.6652716224999,4
MCX,3268.0,1037.74741275,6
ICICIBANK,1415.0,985.8514750949998,6
BHARTIARTL,1935.0,971.5029634549999,6
RELIANCE,1309.8,967.50954258,6
INFY,1130.0,954.4270187699999,6
CUPID,286.41,848.0493306955,6
HSCL,662.2,824.63069528,6
ETERNAL,327.15,807.72424748,6
DIXON,14570.0,771.9507284,6
BLEL,460.15,762.42149221,4
HINDCOPPER,574.15,720.8779892175,6
SBIN,1039.5,716.1358960350001,6
PAYTM,1623.5,684.883492015,6
MILKYMIST,196.66,619.818076716,5
LENSKART,659.75,590.64269543,6
MOLBIO,1199.3,564.0529501000001,6
GROWW,196.47,556.2672448809999,6
M&M,3414.1,508.0322668,6
DATAPATTNS,4736.2,499.57665427999996,6
LT,4090.0,498.26180888000005,6
SILVERBEES,231.8,498.008469703,6
AXISBANK,1236.0,493.9634292,6
BALRAMCHIN,695.5,484.75778737,6
TCS,2284.1,473.1805451,6
ASTERDM,750.9,466.4261591775,6
GRASIM,3288.0,457.609880525,6
HAL,4906.0,430.13134655,6
LICI,421.85,408.57861936,6
GVT&D,4177.9,388.58837064499994,6
KAYNES,3840.2,386.447313,6
KWIL,48.63,384.1054440885,6
BEL,409.0,381.77327319999995,6
GOLDBEES,133.02,381.40557305100003,6
KALYANKJIL,607.95,379.58831808,6
LEAPIND,159.36,379.4314929695,6
ITC,269.7,359.23628001500003,6
TATASTEEL,186.3,351.242355525,6
BAJFINANCE,1077.0,351.19141636999996,6
MEESHO,205.07,349.9758598825,6
ADANIENSOL,1555.1,349.087304345,6
ONGC,236.55,335.835093335,6
COFORGE,1873.0,329.47404331,6
BAJAJHIND,24.23,326.33311290299997,6
MUTHOOTFIN,3209.0,325.071179675,6
ZEEL,104.57,321.2805618545,6
SUNPHARMA,1910.0,319.39192959499997,6
HINDZINC,604.0,317.969543755,6
KOTAKBANK,401.45,314.7815993275,6
HFCL,238.42,313.0940053465,6
CHENNPETRO,1412.1,303.47354646,6
RATNAVEER,271.32,299.20701297050005,6
