symbol,close,med_turnover_cr,days
HDFCBANK,739.5,2103.6058315,20
BSE,3161.0,1399.28572071,20
RELIANCE,1247.4,1267.58013211,20
ICICIBANK,1345.0,1221.02614812,20
IFCI,74.25,908.4687395290001,20
BHARTIARTL,1830.2,822.8867487,20
INFY,1038.5,802.08056267,20
ESDS,1642.75,764.9376553550001,12
NETWEB,4718.0,749.2205726249999,20
SBIN,996.0,734.28751788,20
ETERNAL,335.9,692.869578715,20
ATHERENERG,1593.0,659.2252851149999,20
PAYTM,1810.0,645.1914479,20
MCX,3209.0,631.1462379999999,20
TCS,2128.7,592.7846814,20
M&M,3055.3,576.1133930999999,20
WELCORP,2762.7,575.9075432,20
TATASTEEL,183.4,563.6130809985,20
AXISBANK,1250.0,557.8775854999999,20
GROWW,190.59,540.803442927,20
BAJFINANCE,1021.3,533.5363369700001,20
PINELABS,193.7,532.411341288,20
LT,3904.8,513.2514642,20
ADANIENT,2975.0,506.97695830000004,20
DHOOTTRANS,1582.3,491.52905296,20
DIXON,13350.0,491.147864,20
DIVISLAB,9410.5,472.7520225,20
SWIGGY,272.7,467.26942879499995,20
KOTAKBANK,414.8,465.111401125,20
LENSKART,683.85,456.73062537749996,20
HINDCOPPER,503.95,451.2002418,20
KALYANKJIL,581.5,439.093006565,20
MARUTI,12153.0,438.7102465,20
LAURUSLABS,2017.5,435.211494925,20
SHRIRAMFIN,1011.8,422.90648387500005,20
COFORGE,1814.0,391.597234115,20
MVELECTRO,882.2,380.444370895,20
SILVERBEES,222.21,370.34835673,20
KAYNES,3650.0,368.3941412,20
BEL,398.5,364.6731087,20
MEESHO,219.15,358.361645809,20
SAIL,177.3,353.65875678,20
ADANIPORTS,1787.1,339.052706625,20
ADANIPOWER,206.55,334.2250824625,20
GVT&D,4366.1,333.0000735,20
SOLARINDS,19265.0,331.759902,20
HAL,4826.0,323.16500814000005,20
HINDALCO,981.2,320.35877632,20
HINDZINC,591.8,317.01352849,20
ITC,267.0,314.52491448750004,20
MILKYMIST,287.77,313.595837665,20
VBL,425.0,312.77870886,20
POLYCAB,8369.5,311.18873385,20
EICHERMOT,7512.5,307.2899808,20
LIQUIDBEES,1000.0,305.2115,20
CUPID,251.3,299.264308,20
TMCV,444.5,298.7834988275,20
VAML,413.05,295.6250461275,20
LICI,400.0,289.04649657000004,20
TECHM,1558.5,286.29851410000003,20
GRASIM,3166.0,285.14507198,20
GOLDBEES,125.57,284.666220871,20
HCLTECH,1281.0,280.02141495500007,20
COALINDIA,414.7,277.3042753875,20
KEI,4596.0,276.0842622,20
INDIGO,4941.0,271.771450775,20
LALITHAA,320.1,271.651282125,20
BHEL,433.4,270.22884371,20
HEROMOTOCO,5419.0,269.90743875,20
POWERINDIA,31870.0,268.55561750000004,20
RAYMOND,1084.95,268.37941069,20
DATAPATTNS,4511.8,268.04270715999996,20
ULTRACEMCO,11100.0,266.9456971,20
ADANIENSOL,1397.6,264.675706945,20
ONGC,235.63,259.88887428,20
OFSS,10911.0,259.1744189,20
SUNPHARMA,1868.9,258.86441521,20
APOLLO,385.45,257.5379700675,20
TVSMOTOR,4155.0,254.63957253,20
PFC,344.75,250.957464575,20
BAJAJ-AUTO,11460.0,250.7628618,20
JIOFIN,229.97,247.0596621875,20
ASHOKLEY,161.75,239.67740321000002,20
TITAN,4875.0,238.4270588,20
NTPC,326.4,237.718234375,20
LUMINO,113.36,235.256491584,13
TMPV,301.65,231.34094123000003,20
PERSISTENT,5449.0,224.257599,20
APOLLOHOSP,8912.0,221.80075325,20
WOCKPHARMA,2187.3,221.75543162999998,20
HINDUNILVR,1947.0,219.76864623,20
POWERGRID,266.1,218.3848720825,20
CHOLAFIN,1764.0,214.61275853,20
VEDL,260.5,212.193856845,20
MOREPENLAB,122.35,210.338235153,20
POLICYBZR,1793.0,207.2183779,20
LIQUIDCASE,116.01,207.0405991355,20
CGPOWER,910.0,205.33958525,20
HDFCLIFE,559.4,205.31956575,20
ANTELOPUS,1100.8,200.354107485,20
APARINDS,18945.0,199.8752928,20
CUMMINSIND,5067.0,199.2926259,20
INDOMIM,1161.45,198.1615231175,20
MOLBIO,1218.8,196.26152903000002,20
LICHSGFIN,568.0,192.46669088,20
HSCL,676.45,191.236562795,20
SUZLON,43.34,189.498353625,20
CHENNPETRO,1375.5,187.316692675,20
MAXHEALTH,1066.6,183.816999555,20
LODHA,1138.0,183.60441924,20
JSWSTEEL,1268.6,180.9669665,20
MUTHOOTFIN,2854.2,180.56963495,20
REDINGTON,392.05,179.9022856575,20
OLAELEC,37.0,175.51163288649997,20
DLF,660.25,175.41500186000002,20
TRENT,2815.5,169.9703424,20
MOTHERSON,162.91,168.05704944000001,20
ZEEL,77.68,167.9358405355,20
BANKBARODA,233.64,167.126182575,20
INDUSTOWER,377.65,163.38420070249998,20
